City_ID,City,Lat,Lng,Max Temp,Current Description,Humidity,Cloudiness,Wind Speed,Country,Description
608,Maceio,-9.6658,-35.7353,77.0,clear sky,88,0,4.61,BR,clear sky
609,Olafsvik,64.8945,-23.7142,39.38,broken clouds,79,55,10.89,IS,broken clouds
610,Butembo,0.15,29.2833,57.56,light rain,93,100,1.59,CD,light rain
611,Jati,24.3539,68.2671,78.51,clear sky,64,1,10.92,PK,clear sky
612,Bereznyky,48.5141,23.2198,40.12,overcast clouds,88,98,2.75,UA,overcast clouds
613,Belmonte,-15.8631,-38.8828,77.0,clear sky,83,0,5.75,BR,clear sky
614,Souillac,-20.5167,57.5167,77.0,broken clouds,94,75,6.91,MU,broken clouds
615,Touros,-5.1989,-35.4608,80.6,few clouds,78,20,8.05,BR,few clouds
616,Homer,59.6425,-151.5483,51.8,overcast clouds,58,90,6.91,US,overcast clouds
617,Comodoro Rivadavia,-45.8667,-67.5,50.0,clear sky,81,0,5.75,AR,clear sky
618,Barentu,15.1139,37.5928,83.05,clear sky,22,7,9.31,ER,clear sky
619,Otane,-39.8833,176.6333,64.0,light rain,84,100,5.99,NZ,light rain
620,Galle,6.0367,80.217,79.09,light rain,82,100,5.3,LK,light rain
621,Qaqortoq,60.7167,-46.0333,37.4,broken clouds,56,75,4.61,GL,broken clouds
622,Rochester,43.1548,-77.6156,42.01,overcast clouds,65,90,9.22,US,overcast clouds
623,Ilovlya,49.3033,43.9796,53.6,broken clouds,87,75,17.9,RU,broken clouds
624,Misratah,32.3754,15.0925,62.4,overcast clouds,67,89,17.02,LY,overcast clouds
625,Ahuimanu,21.4447,-157.8378,82.99,light rain,69,75,9.22,US,light rain
626,Chernyakhovsk,54.6335,21.8156,42.87,overcast clouds,74,87,5.21,RU,overcast clouds
627,Plouzane,48.3833,-4.6167,51.8,clear sky,71,0,6.91,FR,clear sky
628,Kristiansund,63.1115,7.732,35.6,mist,93,90,1.14,NO,mist
629,Mandalgovi,45.7625,106.2708,50.41,overcast clouds,28,98,7.02,MN,overcast clouds
630,Aripuana,-9.1667,-60.6333,73.81,broken clouds,95,63,1.68,BR,broken clouds
631,Ventspils,57.3894,21.5606,39.2,clear sky,93,0,1.14,LV,clear sky
632,Dhidhdhoo,6.8833,73.1,83.75,overcast clouds,71,93,8.9,MV,overcast clouds
633,Kapoeta,4.7717,33.5903,83.41,light rain,43,88,13.71,SS,light rain
634,North Platte,41.1239,-100.7654,44.6,clear sky,26,1,24.16,US,clear sky
635,Rehoboth,-23.3167,17.0833,64.13,few clouds,32,18,4.9,NA,few clouds
636,Akureyri,65.6835,-18.0878,41.0,broken clouds,56,75,10.36,IS,broken clouds
637,Jaromerice Nad Rokytnou,49.0941,15.8933,43.0,clear sky,75,0,6.91,CZ,clear sky
638,Kaduqli,11.0167,29.7167,88.07,broken clouds,12,76,2.42,SD,broken clouds
639,Serenje,-13.2325,30.2352,55.89,broken clouds,96,73,4.68,ZM,broken clouds
640,Solnechnyy,50.7214,136.6319,40.41,clear sky,48,3,0.69,RU,clear sky
641,Burnie,-41.0667,145.9167,51.01,clear sky,63,4,3.0,AU,clear sky
642,Vilyuysk,63.7553,121.6247,7.09,overcast clouds,93,100,1.79,RU,overcast clouds
643,Port Augusta,-32.5,137.7667,55.4,clear sky,71,0,3.44,AU,clear sky
644,Kalkar,51.7333,6.3,48.99,few clouds,81,13,5.41,DE,few clouds
645,Mustasaari,63.1142,21.6822,41.0,clear sky,93,0,3.44,FI,clear sky
646,Nedryhayliv,50.834,33.8763,42.31,overcast clouds,94,100,5.59,UA,overcast clouds
647,Plettenberg Bay,-34.0527,23.3716,65.23,scattered clouds,76,29,2.64,ZA,scattered clouds
648,Henties Bay,-22.116,14.2845,79.0,broken clouds,44,79,7.16,NA,broken clouds
649,Sabha,27.0377,14.4283,73.13,overcast clouds,20,95,16.98,LY,overcast clouds
650,Port Hawkesbury,45.6169,-61.3485,37.0,clear sky,100,1,6.91,CA,clear sky
651,Marawi,7.9986,124.2928,79.0,overcast clouds,75,92,5.01,PH,overcast clouds
652,San Antonio,29.4241,-98.4936,84.2,scattered clouds,28,40,4.61,US,scattered clouds
653,Kamyshevatskaya,46.4132,37.9563,48.6,overcast clouds,92,99,24.09,RU,overcast clouds
654,Smiltene,57.4244,25.9016,45.0,overcast clouds,70,100,1.01,LV,overcast clouds
655,Hrymayliv,49.3321,26.0111,48.0,overcast clouds,66,100,4.18,UA,overcast clouds
656,Sorong,-0.8833,131.25,80.76,overcast clouds,84,94,4.74,ID,overcast clouds
657,Ketchikan,55.3422,-131.6461,57.2,clear sky,62,1,12.66,US,clear sky
658,Galesong,-5.3166,119.3661,73.4,few clouds,94,20,1.14,ID,few clouds
659,Javanrud,34.7961,46.5172,64.71,overcast clouds,36,100,2.53,IR,overcast clouds
660,Morondava,-20.2833,44.2833,77.14,broken clouds,67,70,6.51,MG,broken clouds
661,Tocopilla,-22.092,-70.1979,67.98,scattered clouds,77,50,8.14,CL,scattered clouds
662,Kharitonovo,61.4009,47.4978,32.54,scattered clouds,82,32,4.41,RU,scattered clouds
663,Serebryansk,49.6925,83.2892,12.2,scattered clouds,92,34,5.1,KZ,scattered clouds
664,Tabou,4.423,-7.3528,81.39,broken clouds,80,65,6.89,CI,broken clouds
665,Carballo,43.213,-8.691,50.0,broken clouds,93,55,1.99,ES,broken clouds
666,Buchanan,5.8808,-10.0467,78.8,light rain,94,40,7.4,LR,light rain
667,Kharan,28.5833,65.4167,71.62,clear sky,16,0,4.81,PK,clear sky
668,Malgrat De Mar,41.6466,2.7414,57.0,overcast clouds,93,90,1.14,ES,overcast clouds
669,Edea,3.8,10.1333,77.0,few clouds,100,20,3.44,CM,few clouds
670,Kuala Terengganu,5.3302,103.1408,77.0,few clouds,100,20,3.44,MY,few clouds
671,Bedford,52.1346,-0.4663,46.99,broken clouds,84,82,3.42,GB,broken clouds
672,Ewa Beach,21.3156,-158.0072,82.99,few clouds,61,20,10.36,US,few clouds
673,Quatre Cocos,-20.2078,57.7625,77.0,light rain,94,75,6.91,MU,light rain
674,Miles City,46.4083,-105.8406,35.6,overcast clouds,44,90,13.8,US,overcast clouds
675,Kulykivka,51.3735,31.6466,43.18,overcast clouds,94,100,8.97,UA,overcast clouds
676,Ayan,56.45,138.1667,30.27,broken clouds,67,60,9.19,RU,broken clouds
677,Shu,43.5983,73.7614,46.38,moderate rain,83,100,3.89,KZ,moderate rain
678,Beira,-19.8436,34.8389,77.0,scattered clouds,73,40,9.8,MZ,scattered clouds
679,Nanakuli,21.3906,-158.1547,82.99,light rain,61,20,10.36,US,light rain
680,Tezu,27.9167,96.1667,66.65,few clouds,40,14,4.65,IN,few clouds
681,Ust-Nera,64.5667,143.2,32.85,overcast clouds,91,100,5.19,RU,overcast clouds
682,Oum Hadjer,13.2954,19.6966,87.17,clear sky,7,3,10.74,TD,clear sky
683,Susaki,33.3667,133.2833,64.4,clear sky,63,0,4.61,JP,clear sky
684,Bull Savanna,17.8868,-77.5902,77.88,clear sky,68,10,14.29,JM,clear sky
685,Manono,-7.3,27.4167,67.73,overcast clouds,94,85,3.78,CD,overcast clouds
686,Vyartsilya,62.1764,30.693,36.68,broken clouds,72,72,4.79,RU,broken clouds
687,Lasem,-6.6922,111.4527,73.35,clear sky,84,4,6.49,ID,clear sky
688,America Dourada,-11.4553,-41.4361,72.21,broken clouds,79,83,1.28,BR,broken clouds
689,Tainan,22.9908,120.2133,75.2,scattered clouds,83,40,0.83,TW,scattered clouds
690,Malia,35.2833,25.4667,55.4,few clouds,82,20,5.86,GR,few clouds
691,Salta,-24.7859,-65.4117,68.0,scattered clouds,83,40,4.61,AR,scattered clouds
692,Neiafu,-18.65,-173.9833,84.2,scattered clouds,74,40,9.22,TO,scattered clouds
693,Nikel,69.4128,30.222,42.8,clear sky,52,0,16.11,RU,clear sky
694,Brigham City,41.5102,-112.0155,55.4,clear sky,13,1,3.44,US,clear sky
695,Maxixe,-23.8597,35.3472,68.4,light rain,89,14,6.4,MZ,light rain
696,Vostok,46.4856,135.8833,38.05,clear sky,27,0,8.66,RU,clear sky
697,Naze,28.3667,129.4833,69.8,scattered clouds,68,40,17.27,JP,scattered clouds
698,Reutlingen,48.4914,9.2043,44.01,clear sky,81,0,1.14,DE,clear sky
699,Tiznit,29.5833,-9.5,59.63,few clouds,77,13,4.52,MA,few clouds
700,Mingguang,32.7802,117.9638,56.95,overcast clouds,88,99,13.42,CN,overcast clouds
701,Asmara,15.3333,38.9333,59.47,few clouds,57,20,5.08,ER,few clouds
702,Wonthaggi,-38.6044,145.5913,54.0,light rain,66,74,5.73,AU,light rain
703,Carndonagh,55.25,-7.2667,40.87,clear sky,82,5,9.71,IE,clear sky
704,Puerto Carreno,6.189,-67.4859,90.5,broken clouds,34,82,1.05,CO,broken clouds
705,Paramonga,-10.6667,-77.8333,68.38,few clouds,86,14,9.6,PE,few clouds
706,Houlton,46.1262,-67.8403,48.2,overcast clouds,71,90,10.36,US,overcast clouds
707,Yelizovo,53.1873,158.3805,37.4,light snow,100,90,6.71,RU,light snow
708,Mauguio,43.6181,4.0074,53.01,clear sky,93,0,6.91,FR,clear sky
709,Lorengau,-2.0226,147.2712,83.77,overcast clouds,78,100,10.36,PG,overcast clouds
710,Cordoba,-31.4135,-64.1811,75.0,broken clouds,78,75,8.05,AR,broken clouds
711,Porto Velho,-8.7619,-63.9039,77.0,light rain,94,20,2.26,BR,light rain
712,Yenagoa,4.9247,6.2642,79.05,overcast clouds,84,87,3.76,NG,overcast clouds
713,Mizdah,31.4451,12.9801,60.28,few clouds,38,17,12.12,LY,few clouds
714,Camacari,-12.6975,-38.3242,75.2,heavy intensity rain,94,75,5.75,BR,heavy intensity rain
715,Caborca,30.5838,-111.101,90.0,broken clouds,10,73,7.0,MX,broken clouds
716,Domoni,-12.2569,44.5319,79.74,light rain,83,86,11.74,KM,light rain
717,Cibitoke,-2.8833,29.25,62.04,light rain,93,100,2.26,BI,light rain
718,Terracina,41.2863,13.2217,46.99,clear sky,75,6,5.99,IT,clear sky
719,Roald,62.5833,6.1333,37.4,few clouds,93,20,8.05,NO,few clouds
720,Listvyagi,53.6772,86.951,17.91,scattered clouds,87,29,3.51,RU,scattered clouds
721,Durusu,41.3053,28.6767,50.0,clear sky,87,0,1.14,TR,clear sky
